143458.0,3805.34719,7828.65709,0.0
143459.0,3805.3456,7828.65765,0.0
143500.0,3805.34745,7828.65646,169.0
143501.0,3805.34699,7828.6564,125.0
143502.0,3805.34632,7828.65649,122.0
143503.0,3805.34643,7828.65613,128.0
143504.0,3805.3463,7828.65612,122.0
143505.0,3805.34638,7828.65612,129.0
143506.0,3805.34694,7828.65589,132.0
143507.0,3805.3493,7828.6548,131.0
143508.0,3805.35032,7828.65398,120.0
143509.0,3805.35089,7828.65381,135.0
143510.0,3805.35108,7828.65422,137.0
143511.0,3805.35194,7828.6542,127.0
143512.0,3805.35247,7828.65409,148.0
143513.0,3805.3532,7828.65433,123.0
143514.0,3805.3542,7828.65426,132.0
143515.0,3805.35528,7828.6537,123.0
143516.0,3805.35693,7828.65363,109.0
143517.0,3805.35725,7828.65352,153.0
143518.0,3805.35743,7828.65325,149.0
143519.0,3805.35889,7828.65278,126.0
143520.0,3805.3592,7828.65287,133.0
143521.0,3805.35982,7828.65257,138.0
143522.0,3805.3605,7828.65245,154.0
143523.0,3805.36103,7828.65266,132.0
143524.0,3805.36138,7828.65309,144.0
143525.0,3805.36168,7828.65267,128.0
143526.0,3805.36211,7828.65325,161.0
143527.0,3805.36254,7828.65332,133.0
143528.0,3805.36308,7828.65337,128.0
143529.0,3805.36343,7828.65385,114.0
143530.0,3805.36359,7828.65398,144.0
143531.0,3805.36413,7828.6542,143.0
143532.0,3805.3644,7828.65446,160.0
143533.0,3805.36503,7828.65416,139.0
143534.0,3805.36542,7828.65395,136.0
143535.0,3805.3654,7828.65351,135.0
143536.0,3805.36565,7828.65358,132.0
143537.0,3805.36621,7828.65314,134.0
143538.0,3805.36671,7828.65269,149.0
143539.0,3805.3672,7828.65239,143.0
143540.0,3805.36796,7828.65186,134.0
143541.0,3805.36856,7828.65147,152.0
143542.0,3805.37059,7828.64954,124.0
143543.0,3805.37102,7828.64901,109.0
143544.0,3805.37185,7828.64863,133.0
143545.0,3805.37251,7828.64842,146.0
143546.0,3805.37374,7828.64842,147.0
143547.0,3805.37465,7828.64847,145.0
143548.0,3805.37525,7828.64825,134.0
143549.0,3805.37583,7828.64759,133.0
143550.0,3805.37643,7828.64716,113.0
143551.0,3805.37685,7828.64706,130.0
143552.0,3805.37711,7828.64702,127.0
143553.0,3805.37705,7828.64714,127.0
143554.0,3805.37758,7828.64715,130.0
143555.0,3805.37788,7828.64672,138.0
143556.0,3805.37805,7828.64654,130.0
143557.0,3805.37812,7828.64626,129.0
143558.0,3805.37807,7828.64593,121.0
143559.0,3805.3784,7828.64572,112.0
143600.0,3805.37871,7828.64545,136.0
143601.0,3805.37891,7828.64524,140.0
143602.0,3805.37941,7828.64512,140.0
143603.0,3805.37992,7828.64504,116.0
143604.0,3805.38049,7828.64501,110.0
143605.0,3805.38107,7828.64526,136.0
143606.0,3805.38146,7828.64505,149.0
143607.0,3805.38197,7828.64514,138.0
143608.0,3805.38235,7828.64509,146.0
143609.0,3805.38283,7828.64467,152.0
143610.0,3805.38355,7828.64461,142.0
143611.0,3805.38417,7828.64419,124.0
143612.0,3805.38464,7828.64399,122.0
143613.0,3805.38503,7828.64434,118.0
143614.0,3805.38537,7828.64427,123.0
143615.0,3805.38626,7828.6441,145.0
143616.0,3805.38696,7828.64365,147.0
143617.0,3805.38758,7828.64385,143.0
143618.0,3805.38761,7828.64362,119.0
143619.0,3805.38756,7828.64332,161.0
143620.0,3805.3874,7828.64317,131.0
143621.0,3805.38761,7828.64363,161.0
143622.0,3805.38801,7828.64341,134.0
143623.0,3805.38852,7828.64322,133.0
143624.0,3805.38945,7828.64328,141.0
143625.0,3805.39038,7828.64321,125.0
143626.0,3805.3909,7828.64286,121.0
143627.0,3805.39163,7828.64165,138.0
143628.0,3805.39195,7828.64183,132.0
143629.0,3805.39197,7828.64162,149.0
143630.0,3805.39158,7828.64295,151.0
143631.0,3805.39109,7828.64365,136.0
143632.0,3805.39121,7828.64326,141.0
143633.0,3805.39187,7828.64246,137.0
143634.0,3805.39246,7828.64187,139.0
143635.0,3805.39315,7828.6416,135.0
143636.0,3805.39396,7828.64207,141.0
143637.0,3805.3946,7828.64214,115.0
143638.0,3805.39518,7828.64159,152.0
143639.0,3805.39523,7828.6419,126.0
143640.0,3805.39543,7828.64223,145.0
143641.0,3805.3954,7828.64243,133.0
143642.0,3805.39511,7828.64112,155.0
143643.0,3805.39527,7828.64075,152.0
143644.0,3805.3958,7828.63991,113.0
143645.0,3805.3964,7828.63998,127.0
143646.0,3805.39697,7828.63989,120.0
143647.0,3805.39716,7828.64011,125.0
143648.0,3805.39765,7828.64008,139.0
143649.0,3805.39801,7828.64025,125.0
143650.0,3805.39842,7828.64021,129.0
143651.0,3805.39894,7828.63991,121.0
143652.0,3805.39945,7828.63994,128.0
143653.0,3805.3998,7828.64024,130.0
143654.0,3805.40035,7828.64071,143.0
143655.0,3805.40064,7828.64098,138.0
143656.0,3805.40082,7828.64127,155.0
143657.0,3805.40104,7828.64143,150.0
143658.0,3805.40096,7828.6408,147.0
143659.0,3805.40106,7828.64065,153.0
143700.0,3805.40115,7828.64038,147.0
143701.0,3805.40111,7828.64024,150.0
143702.0,3805.40109,7828.64003,168.0
143703.0,3805.40097,7828.63977,129.0
143704.0,3805.401,7828.63963,150.0
143705.0,3805.401,7828.63897,144.0
143706.0,3805.40106,7828.63826,172.0
143707.0,3805.40109,7828.63799,145.0
143708.0,3805.40074,7828.63777,153.0
143709.0,3805.40067,7828.63736,144.0
143710.0,3805.40058,7828.63729,146.0
143711.0,3805.40088,7828.63726,146.0
143712.0,3805.40117,7828.63695,103.0
143713.0,3805.4015,7828.63665,120.0
143714.0,3805.40185,7828.63607,99.0
143715.0,3805.40243,7828.63553,109.0
143716.0,3805.40281,7828.63515,121.0
143717.0,3805.40354,7828.63474,110.0
143718.0,3805.4044,7828.63511,110.0
143719.0,3805.40477,7828.63486,140.0
143720.0,3805.40499,7828.63491,130.0
143721.0,3805.40524,7828.63485,125.0
143722.0,3805.405,7828.63509,114.0
143723.0,3805.40524,7828.63508,126.0
143724.0,3805.40539,7828.63536,109.0
143725.0,3805.40527,7828.63517,117.0
143726.0,3805.40468,7828.63508,108.0
143727.0,3805.40462,7828.6352,143.0
143728.0,3805.40485,7828.63524,125.0
143729.0,3805.40534,7828.63564,112.0
143730.0,3805.40526,7828.63607,123.0
143731.0,3805.40534,7828.63616,133.0
143732.0,3805.40511,7828.63648,142.0
143733.0,3805.40468,7828.63635,121.0
143734.0,3805.40424,7828.63631,136.0
143735.0,3805.40365,7828.63642,130.0
143736.0,3805.40354,7828.63671,133.0
143737.0,3805.40362,7828.63649,121.0
143738.0,3805.40385,7828.63573,115.0
143739.0,3805.40391,7828.63554,122.0
143740.0,3805.40413,7828.6355,120.0
143741.0,3805.40414,7828.63537,124.0
143742.0,3805.40422,7828.63518,107.0
143743.0,3805.40443,7828.63478,131.0
143744.0,3805.40452,7828.63479,97.0
143745.0,3805.40453,7828.63494,117.0
143746.0,3805.4045,7828.63505,116.0
143747.0,3805.40428,7828.6355,129.0
143748.0,3805.404,7828.63584,118.0
143749.0,3805.4043,7828.63588,114.0
143750.0,3805.40437,7828.63557,120.0
143751.0,3805.40442,7828.63552,111.0
143752.0,3805.40444,7828.63554,90.0
143753.0,3805.40441,7828.63567,137.0
143754.0,3805.40458,7828.63554,138.0
143755.0,3805.40516,7828.63537,108.0
143756.0,3805.40545,7828.63514,128.0
143757.0,3805.40598,7828.63422,110.0
143758.0,3805.40606,7828.63375,126.0
143759.0,3805.4063,7828.63383,116.0
143800.0,3805.40676,7828.63263,114.0
143801.0,3805.40731,7828.63283,113.0
143802.0,3805.40772,7828.63225,126.0
143803.0,3805.4082,7828.63163,132.0
143804.0,3805.40872,7828.63105,105.0
143805.0,3805.4093,7828.63046,122.0
143806.0,3805.40952,7828.63076,126.0
143807.0,3805.4099,7828.63127,117.0
143808.0,3805.41015,7828.63134,133.0
143809.0,3805.40998,7828.63189,133.0
143810.0,3805.40981,7828.63228,112.0
143811.0,3805.40955,7828.632,124.0
143812.0,3805.40901,7828.6321,123.0
143813.0,3805.40836,7828.63224,125.0
143814.0,3805.40761,7828.63247,155.0
143815.0,3805.40701,7828.6327,106.0
143816.0,3805.40623,7828.63297,124.0
143817.0,3805.40562,7828.63329,129.0
143818.0,3805.40479,7828.63359,109.0
143819.0,3805.40445,7828.63378,118.0
143820.0,3805.40411,7828.63389,129.0
143821.0,3805.4041,7828.63386,117.0
143822.0,3805.40406,7828.63371,104.0
143823.0,3805.40442,7828.63374,123.0
143824.0,3805.40442,7828.63396,121.0
143825.0,3805.40494,7828.63408,139.0
143826.0,3805.4048,7828.63498,131.0
143827.0,3805.40489,7828.63583,118.0
143828.0,3805.4048,7828.6363,141.0
143829.0,3805.40483,7828.63619,136.0
143830.0,3805.40483,7828.63621,133.0
143831.0,3805.40486,7828.63629,124.0
143832.0,3805.40476,7828.63633,105.0
143833.0,3805.40487,7828.63628,133.0
143834.0,3805.40478,7828.63625,132.0
143835.0,3805.4047,7828.63635,129.0
143836.0,3805.40475,7828.63607,132.0
143837.0,3805.40491,7828.63589,132.0
143838.0,3805.40482,7828.63573,118.0
143839.0,3805.40437,7828.63594,132.0
143840.0,3805.404,7828.63598,134.0
143841.0,3805.40357,7828.6362,121.0
143842.0,3805.40326,7828.63621,130.0
143843.0,3805.40328,7828.63602,138.0
143844.0,3805.4034,7828.6363,123.0
143845.0,3805.40332,7828.63642,152.0
143846.0,3805.4032,7828.63636,133.0
143847.0,3805.4031,7828.63606,132.0
143848.0,3805.40311,7828.63607,124.0
143849.0,3805.40309,7828.63609,120.0
143850.0,3805.40316,7828.63631,119.0
143851.0,3805.40305,7828.63615,137.0
143852.0,3805.40288,7828.6357,145.0
143853.0,3805.40246,7828.63587,137.0
143854.0,3805.40203,7828.63587,142.0
143855.0,3805.40164,7828.63602,167.0
143856.0,3805.40107,7828.63614,151.0
143857.0,3805.40064,7828.63635,147.0
143858.0,3805.40008,7828.63634,128.0
143859.0,3805.3996,7828.63641,138.0
143900.0,3805.39926,7828.6364,138.0
143901.0,3805.39888,7828.63635,144.0
143902.0,3805.39837,7828.63688,136.0
143903.0,3805.39795,7828.63712,120.0
143904.0,3805.39767,7828.63732,124.0
143905.0,3805.39729,7828.63747,141.0
143906.0,3805.39678,7828.63745,121.0
143907.0,3805.39641,7828.63749,151.0
143908.0,3805.39617,7828.63747,134.0
143909.0,3805.39595,7828.63759,145.0
143910.0,3805.39523,7828.63786,131.0
143911.0,3805.39472,7828.63812,135.0
143912.0,3805.39435,7828.63826,117.0
143913.0,3805.39377,7828.63874,137.0
143914.0,3805.39335,7828.63884,128.0
143915.0,3805.39288,7828.639,128.0
143916.0,3805.39218,7828.63934,122.0
143917.0,3805.39154,7828.63966,130.0
143918.0,3805.39109,7828.64,123.0
143919.0,3805.39072,7828.64025,115.0
143920.0,3805.39027,7828.64057,136.0
143921.0,3805.38978,7828.64085,116.0
143922.0,3805.38938,7828.64101,145.0
143923.0,3805.38888,7828.64114,161.0
143924.0,3805.3885,7828.64148,130.0
143925.0,3805.38802,7828.64182,134.0
143926.0,3805.3876,7828.64201,147.0
143927.0,3805.38716,7828.64224,120.0
143928.0,3805.38661,7828.64268,155.0
143929.0,3805.38632,7828.64285,161.0
143930.0,3805.38579,7828.64319,128.0
143931.0,3805.38558,7828.64345,130.0
143932.0,3805.38522,7828.64362,132.0
143933.0,3805.38483,7828.64378,157.0
143934.0,3805.38425,7828.64413,144.0
143935.0,3805.38361,7828.64418,153.0
143936.0,3805.38318,7828.64426,123.0
143937.0,3805.38252,7828.64455,157.0
143938.0,3805.3821,7828.64477,136.0
143939.0,3805.38164,7828.64494,136.0
143940.0,3805.38111,7828.64536,131.0
143941.0,3805.38054,7828.64557,134.0
143942.0,3805.37989,7828.6458,132.0
143943.0,3805.37944,7828.64605,133.0
143944.0,3805.37894,7828.64617,139.0
143945.0,3805.37843,7828.64618,147.0
143946.0,3805.37804,7828.64562,127.0
143947.0,3805.37755,7828.6456,127.0
143948.0,3805.37703,7828.64619,129.0
143949.0,3805.37649,7828.64626,135.0
143950.0,3805.37599,7828.64628,123.0
143951.0,3805.37555,7828.64646,118.0
143952.0,3805.37508,7828.64642,121.0
143953.0,3805.37464,7828.64654,125.0
143954.0,3805.37429,7828.64673,135.0
143955.0,3805.37391,7828.64707,126.0
143956.0,3805.37375,7828.64713,124.0
143957.0,3805.37354,7828.64755,131.0
143958.0,3805.37334,7828.6479,139.0
143959.0,3805.37304,7828.64806,135.0
144000.0,3805.37255,7828.64853,126.0
144001.0,3805.37202,7828.64891,110.0
144002.0,3805.37133,7828.64929,132.0
144003.0,3805.37079,7828.6495,120.0
144004.0,3805.37023,7828.64947,148.0
144005.0,3805.36961,7828.64953,137.0
144006.0,3805.36918,7828.64959,139.0
144007.0,3805.36859,7828.64966,153.0
144008.0,3805.36798,7828.64982,127.0
144009.0,3805.36734,7828.65019,124.0
144010.0,3805.36673,7828.65071,138.0
144011.0,3805.36633,7828.65103,134.0
144012.0,3805.36579,7828.65109,126.0
144013.0,3805.36524,7828.65126,138.0
144014.0,3805.3648,7828.65149,127.0
144015.0,3805.36418,7828.6517,127.0
144016.0,3805.36364,7828.65195,136.0
144017.0,3805.36299,7828.65219,117.0
144018.0,3805.36249,7828.65264,168.0
144019.0,3805.36193,7828.65312,128.0
144020.0,3805.36144,7828.65345,130.0
144021.0,3805.36084,7828.65354,114.0
144022.0,3805.36018,7828.65376,121.0
144023.0,3805.35958,7828.65405,132.0
144024.0,3805.35894,7828.65386,130.0
144025.0,3805.35817,7828.65408,145.0
144026.0,3805.35739,7828.65406,151.0
