204100.00,,,100
204101.00,,,482
204102.00,,,513
204103.00,,,448
204104.00,,,513
204105.00,3808.75812,07826.61293,518
204106.00,3808.75576,07826.61338,521
204107.00,3808.75686,07826.61086,510
204108.00,3808.75723,07826.60953,470
204109.00,3808.75703,07826.60910,495
204110.00,,,590
204111.00,,,559
204112.00,,,462
204113.00,,,449
204114.00,,,471
204115.00,,,452
204116.00,,,466
204117.00,,,444
204118.00,,,433
204119.00,,,394
204120.00,,,434
204121.00,,,539
204122.00,,,647
204123.00,,,658
204124.00,,,714
204125.00,,,289
204126.00,,,263
204127.00,,,247
204128.00,,,290
204129.00,,,276
204130.00,,,291
204131.00,,,317
204132.00,,,291
204133.00,3808.75010,07826.62265,291
204134.00,3808.75063,07826.62287,272
204135.00,3808.75172,07826.62262,296
204136.00,3808.75247,07826.62224,282
204137.00,,,344
204138.00,,,369
204139.00,3808.75370,07826.62493,380
204140.00,3808.75435,07826.62249,496
204141.00,3808.75458,07826.62237,497
204142.00,3808.75461,07826.62290,739
204143.00,3808.75452,07826.62409,1093
204144.00,3808.75439,07826.62507,1575
204145.00,3808.75440,07826.62612,2103
204146.00,3808.75435,07826.62700,2541
204147.00,3808.75448,07826.62792,1470
204148.00,3808.75451,07826.62892,970
204149.00,3808.75454,07826.62990,723
204150.00,3808.75460,07826.63093,798
204151.00,3808.75467,07826.63195,742
204152.00,3808.75478,07826.63299,392
204153.00,3808.75492,07826.63404,509
204154.00,3808.75504,07826.63503,543
204155.00,3808.75518,07826.63605,481
204156.00,3808.75523,07826.63713,465
204157.00,3808.75513,07826.63825,484
204158.00,3808.75490,07826.63936,436
204159.00,3808.75452,07826.64042,443
204200.00,3808.75391,07826.64147,370
204201.00,3808.75326,07826.64227,394
204202.00,3808.75266,07826.64305,353
204203.00,3808.75215,07826.64382,347
204204.00,3808.75161,07826.64470,313
204205.00,3808.75099,07826.64548,345
204206.00,3808.75044,07826.64632,333
204207.00,3808.75001,07826.64717,350
204208.00,3808.74955,07826.64804,278
204209.00,3808.74914,07826.64895,289
204210.00,3808.74875,07826.64995,278
204211.00,3808.74840,07826.65116,320
204212.00,3808.74818,07826.65224,314
204213.00,3808.74799,07826.65328,356
204214.00,3808.74786,07826.65437,389
204215.00,3808.74780,07826.65540,310
204216.00,3808.74782,07826.65638,416
204217.00,3808.74800,07826.65746,298
204218.00,3808.74823,07826.65856,279
204219.00,3808.74852,07826.65965,333
204220.00,3808.74886,07826.66059,374
204221.00,3808.74937,07826.66139,357
204222.00,3808.75003,07826.66211,312
204223.00,3808.75073,07826.66271,323
204224.00,3808.75148,07826.66316,315
204225.00,3808.75229,07826.66342,344
204226.00,3808.75316,07826.66364,370
204227.00,3808.75406,07826.66388,385
204228.00,3808.75494,07826.66398,307
204229.00,3808.75575,07826.66389,316
204230.00,3808.75658,07826.66376,302
204231.00,3808.75731,07826.66354,365
204232.00,3808.75803,07826.66313,350
204233.00,3808.75877,07826.66253,385
204234.00,3808.75951,07826.66187,353
204235.00,3808.76014,07826.66116,357
204236.00,3808.76073,07826.66039,319
204237.00,3808.76114,07826.65954,348
204238.00,3808.76147,07826.65857,337
204239.00,3808.76181,07826.65754,361
204240.00,3808.76200,07826.65657,325
204241.00,3808.76205,07826.65550,407
204242.00,3808.76205,07826.65434,338
204243.00,3808.76201,07826.65321,329
204244.00,3808.76190,07826.65201,391
204245.00,3808.76184,07826.65093,347
204246.00,3808.76165,07826.64994,339
204247.00,3808.76135,07826.64902,369
204248.00,3808.76117,07826.64800,372
204249.00,3808.76101,07826.64682,307
204250.00,3808.76092,07826.64566,362
